id_registro,fecha,anio,mes,trimestre,region,canal,categoria,producto,unidades_vendidas,precio_unitario,descuento_pct,venta_bruta,venta_neta,meta_unidades,cumplimiento_meta
214,2023-05-11,2023,5,Q2,Costa,Autoservicios,Chorizos,Chorizo Ahumado 400g,53,4.2,0.05,222.6,211.47,49,1
224,2023-05-13,2023,5,Q2,Oriente,Canal Tradicional,Jamones,Jamón Familiar 500g,59,4.1,0.0,241.9,241.9,71,0
192,2023-05-14,2023,5,Q2,Sierra,Canal Tradicional,Chorizos,Longaniza 500g,77,3.9,0.0,300.3,300.3,71,1
218,2023-05-14,2023,5,Q2,Costa,Supermercados,Mortadelas,Mortadela Light 400g,111,3.2,0.1,355.2,319.68,114,0
209,2023-05-16,2023,5,Q2,Costa,Canal Tradicional,Chorizos,Chorizo Ahumado 400g,74,4.2,0.05,310.8,295.26,71,1
215,2023-05-16,2023,5,Q2,Costa,Autoservicios,Mortadelas,Mortadela Bologna 500g,48,3.6,0.05,172.8,164.16,49,0
217,2023-05-18,2023,5,Q2,Costa,Supermercados,Salchichas,Salchicha Cocktail 250g,105,1.85,0.1,194.25,174.83,114,0
207,2023-05-20,2023,5,Q2,Costa,Canal Tradicional,Chorizos,Longaniza 500g,74,3.9,0.0,288.6,288.6,71,1
211,2023-05-20,2023,5,Q2,Costa,Canal Tradicional,Tocino,Tocino Laminado 200g,75,2.6,0.0,195.0,195.0,71,1
198,2023-05-21,2023,5,Q2,Costa,Food Service,Mortadelas,Mortadela Light 400g,86,3.2,0.1,275.2,247.68,85,1
182,2023-05-21,2023,5,Q2,Sierra,Canal Tradicional,Nuggets,Nuggets Pollo 500g,65,5.1,0.05,331.5,314.93,71,0
194,2023-05-22,2023,5,Q2,Costa,Food Service,Jamones,Jamón Ahumado 300g,74,3.5,0.0,259.0,259.0,85,0
222,2023-05-22,2023,5,Q2,Costa,Canal Tradicional,Tocino,Tocino Ahumado 250g,57,2.95,0.05,168.15,159.74,71,0
212,2023-05-23,2023,5,Q2,Sierra,Canal Tradicional,Tocino,Tocino Laminado 200g,79,2.6,0.0,205.4,205.4,71,1
195,2023-05-24,2023,5,Q2,Oriente,Autoservicios,Tocino,Tocino Laminado 200g,50,2.6,0.0,130.0,130.0,49,1
189,2023-05-24,2023,5,Q2,Costa,Supermercados,Salchichas,Salchicha Frankfurter 400g,104,2.9,0.0,301.6,301.6,114,0
183,2023-05-24,2023,5,Q2,Sierra,Supermercados,Chorizos,Chorizo Parrillero 500g,101,4.5,0.0,454.5,454.5,114,0
216,2023-05-24,2023,5,Q2,Costa,Autoservicios,Salchichas,Salchicha Frankfurter 400g,53,2.9,0.0,153.7,153.7,49,1
206,2023-05-25,2023,5,Q2,Sierra,Canal Tradicional,Nuggets,Nuggets Pollo 500g,64,5.1,0.0,326.4,326.4,71,0
201,2023-05-25,2023,5,Q2,Costa,Supermercados,Tocino,Tocino Ahumado 250g,118,2.95,0.0,348.1,348.1,114,1
221,2023-05-26,2023,5,Q2,Costa,Canal Tradicional,Salchichas,Salchicha Frankfurter 400g,87,2.9,0.0,252.3,252.3,71,1
202,2023-05-26,2023,5,Q2,Sierra,Canal Tradicional,Jamones,Jamón Ahumado 300g,75,3.5,0.05,262.5,249.38,71,1
203,2023-05-26,2023,5,Q2,Oriente,Supermercados,Jamones,Jamón Familiar 500g,126,4.1,0.0,516.6,516.6,114,1
188,2023-05-26,2023,5,Q2,Oriente,Autoservicios,Chorizos,Longaniza 500g,49,3.9,0.0,191.1,191.1,49,1
204,2023-05-26,2023,5,Q2,Costa,Autoservicios,Salchichas,Salchicha Vienesa 500g,55,3.25,0.0,178.75,178.75,49,1
199,2023-05-27,2023,5,Q2,Costa,Canal Tradicional,Jamones,Jamón Familiar 500g,71,4.1,0.1,291.1,261.99,71,1
197,2023-05-28,2023,5,Q2,Costa,Canal Tradicional,Chorizos,Chorizo Ahumado 400g,64,4.2,0.1,268.8,241.92,71,0
232,2023-06-01,2023,6,Q2,Oriente,Autoservicios,Mortadelas,Mortadela Especial 300g,53,2.75,0.0,145.75,145.75,52,1
249,2023-06-02,2023,6,Q2,Sierra,Supermercados,Tocino,Tocino Laminado 200g,141,2.6,0.0,366.6,366.6,120,1
237,2023-06-03,2023,6,Q2,Costa,Food Service,Chorizos,Longaniza 500g,71,3.9,0.1,276.9,249.21,90,0
238,2023-06-03,2023,6,Q2,Costa,Supermercados,Chorizos,Longaniza 500g,122,3.9,0.0,475.8,475.8,120,1
256,2023-06-03,2023,6,Q2,Oriente,Autoservicios,Chorizos,Chorizo Parrillero 500g,49,4.5,0.0,220.5,220.5,52,0
253,2023-06-04,2023,6,Q2,Sierra,Supermercados,Nuggets,Nuggets Res 400g,145,5.4,0.0,783.0,783.0,120,1
241,2023-06-05,2023,6,Q2,Costa,Food Service,Nuggets,Nuggets Pollo 500g,82,5.1,0.0,418.2,418.2,90,0
267,2023-06-06,2023,6,Q2,Sierra,Supermercados,Chorizos,Longaniza 500g,139,3.9,0.0,542.1,542.1,120,1
239,2023-06-06,2023,6,Q2,Costa,Supermercados,Mortadelas,Mortadela Bologna 500g,112,3.6,0.0,403.2,403.2,120,0
233,2023-06-08,2023,6,Q2,Sierra,Canal Tradicional,Jamones,Jamón Ahumado 300g,75,3.5,0.0,262.5,262.5,75,1
255,2023-06-10,2023,6,Q2,Oriente,Supermercados,Tocino,Tocino Ahumado 250g,101,2.95,0.1,297.95,268.15,120,0
260,2023-06-10,2023,6,Q2,Oriente,Canal Tradicional,Jamones,Jamón Familiar 500g,80,4.1,0.0,328.0,328.0,75,1
230,2023-06-10,2023,6,Q2,Costa,Autoservicios,Tocino,Tocino Laminado 200g,56,2.6,0.0,145.6,145.6,52,1
231,2023-06-10,2023,6,Q2,Costa,Canal Tradicional,Tocino,Tocino Ahumado 250g,69,2.95,0.0,203.55,203.55,75,0
236,2023-06-11,2023,6,Q2,Costa,Canal Tradicional,Mortadelas,Mortadela Bologna 500g,79,3.6,0.0,284.4,284.4,75,1
252,2023-06-11,2023,6,Q2,Costa,Canal Tradicional,Mortadelas,Mortadela Especial 300g,81,2.75,0.0,222.75,222.75,75,1
259,2023-06-11,2023,6,Q2,Sierra,Supermercados,Mortadelas,Mortadela Bologna 500g,125,3.6,0.1,450.0,405.0,120,1
226,2023-06-11,2023,6,Q2,Costa,Canal Tradicional,Jamones,Jamón Ahumado 300g,83,3.5,0.0,290.5,290.5,75,1
240,2023-06-12,2023,6,Q2,Costa,Canal Tradicional,Tocino,Tocino Ahumado 250g,81,2.95,0.1,238.95,215.06,75,1
245,2023-06-12,2023,6,Q2,Costa,Canal Tradicional,Mortadelas,Mortadela Especial 300g,65,2.75,0.0,178.75,178.75,75,0
247,2023-06-13,2023,6,Q2,Costa,Canal Tradicional,Salchichas,Salchicha Cocktail 250g,71,1.85,0.0,131.35,131.35,75,0
258,2023-06-14,2023,6,Q2,Oriente,Food Service,Tocino,Tocino Ahumado 250g,83,2.95,0.05,244.85,232.61,90,0
229,2023-06-14,2023,6,Q2,Sierra,Canal Tradicional,Jamones,Jamón Pollo 400g,69,3.8,0.0,262.2,262.2,75,0
263,2023-06-14,2023,6,Q2,Sierra,Autoservicios,Jamones,Jamón Pollo 400g,35,3.8,0.0,133.0,133.0,52,0
266,2023-06-15,2023,6,Q2,Sierra,Autoservicios,Mortadelas,Mortadela Light 400g,45,3.2,0.1,144.0,129.6,52,0
244,2023-06-15,2023,6,Q2,Sierra,Food Service,Mortadelas,Mortadela Light 400g,97,3.2,0.0,310.4,310.4,90,1
268,2023-06-16,2023,6,Q2,Sierra,Autoservicios,Jamones,Jamón Ahumado 300g,44,3.5,0.0,154.0,154.0,52,0
228,2023-06-16,2023,6,Q2,Sierra,Autoservicios,Mortadelas,Mortadela Especial 300g,46,2.75,0.05,126.5,120.17,52,0
270,2023-06-17,2023,6,Q2,Costa,Supermercados,Jamones,Jamón Ahumado 300g,121,3.5,0.0,423.5,423.5,120,1
235,2023-06-19,2023,6,Q2,Costa,Supermercados,Salchichas,Salchicha Frankfurter 400g,145,2.9,0.0,420.5,420.5,120,1
243,2023-06-19,2023,6,Q2,Sierra,Canal Tradicional,Tocino,Tocino Laminado 200g,78,2.6,0.05,202.8,192.66,75,1
251,2023-06-20,2023,6,Q2,Costa,Supermercados,Chorizos,Chorizo Ahumado 400g,104,4.2,0.0,436.8,436.8,120,0
254,2023-06-20,2023,6,Q2,Sierra,Canal Tradicional,Mortadelas,Mortadela Light 400g,82,3.2,0.1,262.4,236.16,75,1
250,2023-06-21,2023,6,Q2,Sierra,Autoservicios,Mortadelas,Mortadela Light 400g,54,3.2,0.0,172.8,172.8,52,1
262,2023-06-23,2023,6,Q2,Sierra,Canal Tradicional,Jamones,Jamón Familiar 500g,74,4.1,0.0,303.4,303.4,75,0
264,2023-06-24,2023,6,Q2,Costa,Autoservicios,Chorizos,Longaniza 500g,47,3.9,0.0,183.3,183.3,52,0
234,2023-06-24,2023,6,Q2,Sierra,Autoservicios,Mortadelas,Mortadela Bologna 500g,49,3.6,0.0,176.4,176.4,52,0
242,2023-06-25,2023,6,Q2,Costa,Supermercados,Jamones,Jamón Pollo 400g,118,3.8,0.0,448.4,448.4,120,0
227,2023-06-25,2023,6,Q2,Sierra,Canal Tradicional,Salchichas,Salchicha Vienesa 500g,75,3.25,0.0,243.75,243.75,75,1
261,2023-06-25,2023,6,Q2,Sierra,Supermercados,Tocino,Tocino Ahumado 250g,108,2.95,0.05,318.6,302.67,120,0
248,2023-06-26,2023,6,Q2,Sierra,Canal Tradicional,Nuggets,Nuggets Pollo 500g,70,5.1,0.0,357.0,357.0,75,0
265,2023-06-26,2023,6,Q2,Sierra,Supermercados,Jamones,Jamón Ahumado 300g,116,3.5,0.1,406.0,365.4,120,0
246,2023-06-27,2023,6,Q2,Sierra,Supermercados,Chorizos,Chorizo Parrillero 500g,115,4.5,0.0,517.5,517.5,120,0
257,2023-06-27,2023,6,Q2,Costa,Canal Tradicional,Mortadelas,Mortadela Bologna 500g,84,3.6,0.05,302.4,287.28,75,1
269,2023-06-28,2023,6,Q2,Oriente,Canal Tradicional,Salchichas,Salchicha Cocktail 250g,71,1.85,0.05,131.35,124.78,75,0
271,2023-07-01,2023,7,Q3,Costa,Canal Tradicional,Jamones,Jamón Ahumado 300g,92,3.5,0.1,322.0,289.8,81,1
307,2023-07-01,2023,7,Q3,Costa,Food Service,Jamones,Jamón Familiar 500g,109,4.1,0.05,446.9,424.55,97,1
286,2023-07-02,2023,7,Q3,Sierra,Supermercados,Chorizos,Chorizo Parrillero 500g,104,4.5,0.0,468.0,468.0,129,0
308,2023-07-03,2023,7,Q3,Costa,Canal Tradicional,Chorizos,Longaniza 500g,76,3.9,0.0,296.4,296.4,81,0
272,2023-07-03,2023,7,Q3,Costa,Canal Tradicional,Mortadelas,Mortadela Bologna 500g,69,3.6,0.0,248.4,248.4,81,0
303,2023-07-03,2023,7,Q3,Sierra,Food Service,Jamones,Jamón Familiar 500g,104,4.1,0.0,426.4,426.4,97,1
301,2023-07-04,2023,7,Q3,Costa,Supermercados,Tocino,Tocino Laminado 200g,118,2.6,0.1,306.8,276.12,129,0
300,2023-07-04,2023,7,Q3,Costa,Canal Tradicional,Mortadelas,Mortadela Light 400g,86,3.2,0.0,275.2,275.2,81,1
292,2023-07-04,2023,7,Q3,Costa,Canal Tradicional,Jamones,Jamón Pollo 400g,77,3.8,0.0,292.6,292.6,81,0
298,2023-07-05,2023,7,Q3,Sierra,Canal Tradicional,Chorizos,Longaniza 500g,83,3.9,0.0,323.7,323.7,81,1
296,2023-07-05,2023,7,Q3,Costa,Canal Tradicional,Nuggets,Nuggets Pollo 500g,75,5.1,0.1,382.5,344.25,81,0
285,2023-07-06,2023,7,Q3,Costa,Autoservicios,Chorizos,Longaniza 500g,68,3.9,0.0,265.2,265.2,56,1
315,2023-07-06,2023,7,Q3,Costa,Canal Tradicional,Tocino,Tocino Ahumado 250g,91,2.95,0.0,268.45,268.45,81,1
290,2023-07-06,2023,7,Q3,Costa,Canal Tradicional,Chorizos,Chorizo Ahumado 400g,75,4.2,0.0,315.0,315.0,81,0
311,2023-07-06,2023,7,Q3,Sierra,Canal Tradicional,Jamones,Jamón Pollo 400g,79,3.8,0.05,300.2,285.19,81,0
275,2023-07-07,2023,7,Q3,Sierra,Canal Tradicional,Salchichas,Salchicha Vienesa 500g,73,3.25,0.0,237.25,237.25,81,0
297,2023-07-08,2023,7,Q3,Sierra,Autoservicios,Chorizos,Chorizo Parrillero 500g,61,4.5,0.0,274.5,274.5,56,1
305,2023-07-10,2023,7,Q3,Galápagos,Autoservicios,Nuggets,Nuggets Pollo 500g,56,5.1,0.0,285.6,285.6,56,1
302,2023-07-10,2023,7,Q3,Costa,Supermercados,Chorizos,Chorizo Parrillero 500g,122,4.5,0.1,549.0,494.1,129,0
276,2023-07-10,2023,7,Q3,Sierra,Canal Tradicional,Nuggets,Nuggets Res 400g,84,5.4,0.0,453.6,453.6,81,1
294,2023-07-12,2023,7,Q3,Costa,Canal Tradicional,Chorizos,Chorizo Parrillero 500g,87,4.5,0.05,391.5,371.92,81,1
282,2023-07-12,2023,7,Q3,Costa,Canal Tradicional,Mortadelas,Mortadela Especial 300g,86,2.75,0.05,236.5,224.67,81,1
289,2023-07-12,2023,7,Q3,Sierra,Food Service,Mortadelas,Mortadela Especial 300g,99,2.75,0.0,272.25,272.25,97,1
293,2023-07-14,2023,7,Q3,Costa,Autoservicios,Mortadelas,Mortadela Especial 300g,53,2.75,0.05,145.75,138.46,56,0
310,2023-07-15,2023,7,Q3,Costa,Canal Tradicional,Jamones,Jamón Ahumado 300g,79,3.5,0.05,276.5,262.68,81,0
281,2023-07-16,2023,7,Q3,Galápagos,Supermercados,Tocino,Tocino Ahumado 250g,131,2.95,0.0,386.45,386.45,129,1
313,2023-07-17,2023,7,Q3,Costa,Supermercados,Mortadelas,Mortadela Light 400g,140,3.2,0.0,448.0,448.0,129,1
306,2023-07-17,2023,7,Q3,Oriente,Food Service,Nuggets,Nuggets Pollo 500g,98,5.1,0.05,499.8,474.81,97,1
312,2023-07-17,2023,7,Q3,Sierra,Supermercados,Tocino,Tocino Ahumado 250g,143,2.95,0.05,421.85,400.76,129,1
280,2023-07-17,2023,7,Q3,Costa,Canal Tradicional,Jamones,Jamón Pollo 400g,77,3.8,0.05,292.6,277.97,81,0
314,2023-07-18,2023,7,Q3,Oriente,Autoservicios,Mortadelas,Mortadela Bologna 500g,61,3.6,0.05,219.6,208.62,56,1
299,2023-07-19,2023,7,Q3,Sierra,Food Service,Mortadelas,Mortadela Especial 300g,105,2.75,0.05,288.75,274.31,97,1
277,2023-07-20,2023,7,Q3,Costa,Supermercados,Jamones,Jamón Ahumado 300g,132,3.5,0.05,462.0,438.9,129,1
279,2023-07-20,2023,7,Q3,Sierra,Supermercados,Jamones,Jamón Ahumado 300g,130,3.5,0.0,455.0,455.0,129,1
278,2023-07-21,2023,7,Q3,Sierra,Supermercados,Chorizos,Longaniza 500g,121,3.9,0.0,471.9,471.9,129,0
284,2023-07-21,2023,7,Q3,Sierra,Supermercados,Mortadelas,Mortadela Light 400g,113,3.2,0.0,361.6,361.6,129,0
295,2023-07-21,2023,7,Q3,Sierra,Canal Tradicional,Nuggets,Nuggets Pollo 500g,83,5.1,0.0,423.3,423.3,81,1
291,2023-07-24,2023,7,Q3,Sierra,Canal Tradicional,Tocino,Tocino Laminado 200g,79,2.6,0.05,205.4,195.13,81,0
283,2023-07-24,2023,7,Q3,Sierra,Supermercados,Nuggets,Nuggets Pollo 500g,150,5.1,0.05,765.0,726.75,129,1
274,2023-07-25,2023,7,Q3,Costa,Supermercados,Chorizos,Longaniza 500g,129,3.9,0.05,503.1,477.94,129,1
309,2023-07-25,2023,7,Q3,Costa,Canal Tradicional,Nuggets,Nuggets Res 400g,85,5.4,0.0,459.0,459.0,81,1
273,2023-07-26,2023,7,Q3,Costa,Supermercados,Salchichas,Salchicha Cocktail 250g,144,1.85,0.05,266.4,253.08,129,1
287,2023-07-27,2023,7,Q3,Sierra,Food Service,Mortadelas,Mortadela Especial 300g,95,2.75,0.0,261.25,261.25,97,0
304,2023-07-28,2023,7,Q3,Sierra,Food Service,Chorizos,Chorizo Parrillero 500g,103,4.5,0.05,463.5,440.32,97,1
288,2023-07-28,2023,7,Q3,Sierra,Supermercados,Nuggets,Nuggets Pollo 500g,137,5.1,0.0,698.7,698.7,129,1
338,2023-08-01,2023,8,Q3,Sierra,Canal Tradicional,Nuggets,Nuggets Res 400g,79,5.4,0.0,426.6,426.6,82,0
329,2023-08-01,2023,8,Q3,Costa,Canal Tradicional,Nuggets,Nuggets Res 400g,87,5.4,0.0,469.8,469.8,82,1
359,2023-08-02,2023,8,Q3,Sierra,Supermercados,Mortadelas,Mortadela Especial 300g,136,2.75,0.0,374.0,374.0,132,1
328,2023-08-02,2023,8,Q3,Oriente,Canal Tradicional,Jamones,Jamón Familiar 500g,89,4.1,0.0,364.9,364.9,82,1
356,2023-08-02,2023,8,Q3,Costa,Supermercados,Tocino,Tocino Ahumado 250g,118,2.95,0.05,348.1,330.69,132,0
324,2023-08-02,2023,8,Q3,Costa,Supermercados,Chorizos,Chorizo Parrillero 500g,159,4.5,0.0,715.5,715.5,132,1
327,2023-08-03,2023,8,Q3,Sierra,Canal Tradicional,Chorizos,Chorizo Ahumado 400g,92,4.2,0.0,386.4,386.4,82,1
320,2023-08-03,2023,8,Q3,Sierra,Autoservicios,Nuggets,Nuggets Res 400g,56,5.4,0.0,302.4,302.4,57,0
357,2023-08-05,2023,8,Q3,Costa,Supermercados,Chorizos,Chorizo Parrillero 500g,131,4.5,0.05,589.5,560.02,132,0
326,2023-08-06,2023,8,Q3,Oriente,Autoservicios,Tocino,Tocino Laminado 200g,50,2.6,0.0,130.0,130.0,57,0
348,2023-08-07,2023,8,Q3,Sierra,Autoservicios,Nuggets,Nuggets Res 400g,49,5.4,0.05,264.6,251.37,57,0
354,2023-08-09,2023,8,Q3,Sierra,Autoservicios,Jamones,Jamón Familiar 500g,56,4.1,0.05,229.6,218.12,57,0
331,2023-08-10,2023,8,Q3,Costa,Canal Tradicional,Tocino,Tocino Ahumado 250g,82,2.95,0.0,241.9,241.9,82,1
349,2023-08-10,2023,8,Q3,Oriente,Supermercados,Mortadelas,Mortadela Bologna 500g,122,3.6,0.1,439.2,395.28,132,0
319,2023-08-10,2023,8,Q3,Costa,Food Service,Tocino,Tocino Laminado 200g,102,2.6,0.05,265.2,251.94,99,1
346,2023-08-11,2023,8,Q3,Costa,Supermercados,Nuggets,Nuggets Res 400g,135,5.4,0.0,729.0,729.0,132,1
333,2023-08-11,2023,8,Q3,Sierra,Supermercados,Salchichas,Salchicha Frankfurter 400g,133,2.9,0.0,385.7,385.7,132,1
321,2023-08-11,2023,8,Q3,Sierra,Supermercados,Chorizos,Chorizo Ahumado 400g,133,4.2,0.0,558.6,558.6,132,1
323,2023-08-11,2023,8,Q3,Costa,Canal Tradicional,Mortadelas,Mortadela Light 400g,75,3.2,0.0,240.0,240.0,82,0
350,2023-08-12,2023,8,Q3,Sierra,Autoservicios,Nuggets,Nuggets Res 400g,56,5.4,0.0,302.4,302.4,57,0
334,2023-08-13,2023,8,Q3,Sierra,Canal Tradicional,Jamones,Jamón Familiar 500g,76,4.1,0.05,311.6,296.02,82,0
330,2023-08-13,2023,8,Q3,Sierra,Canal Tradicional,Mortadelas,Mortadela Light 400g,87,3.2,0.0,278.4,278.4,82,1
343,2023-08-15,2023,8,Q3,Costa,Canal Tradicional,Nuggets,Nuggets Pollo 500g,84,5.1,0.0,428.4,428.4,82,1
353,2023-08-15,2023,8,Q3,Costa,Supermercados,Nuggets,Nuggets Pollo 500g,143,5.1,0.0,729.3,729.3,132,1
358,2023-08-16,2023,8,Q3,Costa,Canal Tradicional,Jamones,Jamón Ahumado 300g,80,3.5,0.05,280.0,266.0,82,0
335,2023-08-16,2023,8,Q3,Sierra,Supermercados,Jamones,Jamón Pollo 400g,144,3.8,0.0,547.2,547.2,132,1
345,2023-08-17,2023,8,Q3,Sierra,Canal Tradicional,Nuggets,Nuggets Pollo 500g,78,5.1,0.05,397.8,377.91,82,0
337,2023-08-17,2023,8,Q3,Costa,Canal Tradicional,Tocino,Tocino Laminado 200g,75,2.6,0.0,195.0,195.0,82,0
341,2023-08-19,2023,8,Q3,Sierra,Autoservicios,Tocino,Tocino Ahumado 250g,53,2.95,0.05,156.35,148.53,57,0
351,2023-08-19,2023,8,Q3,Sierra,Food Service,Nuggets,Nuggets Res 400g,102,5.4,0.0,550.8,550.8,99,1
355,2023-08-19,2023,8,Q3,Oriente,Autoservicios,Jamones,Jamón Familiar 500g,57,4.1,0.05,233.7,222.01,57,1
316,2023-08-20,2023,8,Q3,Sierra,Canal Tradicional,Jamones,Jamón Pollo 400g,82,3.8,0.05,311.6,296.02,82,1
336,2023-08-20,2023,8,Q3,Sierra,Supermercados,Tocino,Tocino Ahumado 250g,130,2.95,0.0,383.5,383.5,132,0
332,2023-08-20,2023,8,Q3,Costa,Canal Tradicional,Tocino,Tocino Laminado 200g,75,2.6,0.05,195.0,185.25,82,0
340,2023-08-21,2023,8,Q3,Oriente,Canal Tradicional,Tocino,Tocino Laminado 200g,77,2.6,0.0,200.2,200.2,82,0
317,2023-08-21,2023,8,Q3,Costa,Food Service,Salchichas,Salchicha Vienesa 500g,105,3.25,0.0,341.25,341.25,99,1
318,2023-08-21,2023,8,Q3,Sierra,Supermercados,Jamones,Jamón Pollo 400g,127,3.8,0.0,482.6,482.6,132,0
347,2023-08-22,2023,8,Q3,Oriente,Canal Tradicional,Tocino,Tocino Laminado 200g,70,2.6,0.0,182.0,182.0,82,0
342,2023-08-22,2023,8,Q3,Sierra,Canal Tradicional,Nuggets,Nuggets Res 400g,84,5.4,0.0,453.6,453.6,82,1
339,2023-08-24,2023,8,Q3,Costa,Autoservicios,Chorizos,Longaniza 500g,60,3.9,0.0,234.0,234.0,57,1
360,2023-08-24,2023,8,Q3,Oriente,Supermercados,Tocino,Tocino Ahumado 250g,121,2.95,0.0,356.95,356.95,132,0
344,2023-08-25,2023,8,Q3,Costa,Supermercados,Nuggets,Nuggets Pollo 500g,125,5.1,0.0,637.5,637.5,132,0
352,2023-08-26,2023,8,Q3,Sierra,Canal Tradicional,Chorizos,Chorizo Ahumado 400g,94,4.2,0.1,394.8,355.32,82,1
322,2023-08-28,2023,8,Q3,Sierra,Supermercados,Nuggets,Nuggets Res 400g,139,5.4,0.05,750.6,713.07,132,1
325,2023-08-28,2023,8,Q3,Costa,Canal Tradicional,Tocino,Tocino Laminado 200g,74,2.6,0.0,192.4,192.4,82,0
391,2023-09-01,2023,9,Q3,Sierra,Supermercados,Nuggets,Nuggets Res 400g,114,5.4,0.05,615.6,584.82,126,0
368,2023-09-03,2023,9,Q3,Costa,Food Service,Chorizos,Chorizo Ahumado 400g,94,4.2,0.0,394.8,394.8,94,1
378,2023-09-05,2023,9,Q3,Costa,Autoservicios,Tocino,Tocino Ahumado 250g,56,2.95,0.0,165.2,165.2,55,1
361,2023-09-06,2023,9,Q3,Oriente,Supermercados,Jamones,Jamón Ahumado 300g,132,3.5,0.1,462.0,415.8,126,1
404,2023-09-07,2023,9,Q3,Costa,Supermercados,Nuggets,Nuggets Pollo 500g,126,5.1,0.1,642.6,578.34,126,1
365,2023-09-07,2023,9,Q3,Sierra,Food Service,Jamones,Jamón Pollo 400g,101,3.8,0.0,383.8,383.8,94,1
367,2023-09-07,2023,9,Q3,Costa,Autoservicios,Mortadelas,Mortadela Light 400g,56,3.2,0.05,179.2,170.24,55,1
393,2023-09-08,2023,9,Q3,Sierra,Supermercados,Nuggets,Nuggets Pollo 500g,109,5.1,0.0,555.9,555.9,126,0
400,2023-09-08,2023,9,Q3,Costa,Canal Tradicional,Tocino,Tocino Laminado 200g,88,2.6,0.0,228.8,228.8,78,1
371,2023-09-08,2023,9,Q3,Sierra,Canal Tradicional,Mortadelas,Mortadela Light 400g,78,3.2,0.0,249.6,249.6,78,1
389,2023-09-08,2023,9,Q3,Sierra,Autoservicios,Chorizos,Longaniza 500g,60,3.9,0.0,234.0,234.0,55,1
369,2023-09-08,2023,9,Q3,Costa,Supermercados,Jamones,Jamón Ahumado 300g,127,3.5,0.0,444.5,444.5,126,1
373,2023-09-10,2023,9,Q3,Oriente,Food Service,Mortadelas,Mortadela Light 400g,108,3.2,0.0,345.6,345.6,94,1
388,2023-09-10,2023,9,Q3,Costa,Supermercados,Jamones,Jamón Familiar 500g,149,4.1,0.05,610.9,580.35,126,1
370,2023-09-10,2023,9,Q3,Costa,Canal Tradicional,Chorizos,Chorizo Ahumado 400g,72,4.2,0.1,302.4,272.16,78,0
394,2023-09-10,2023,9,Q3,Sierra,Autoservicios,Salchichas,Salchicha Vienesa 500g,65,3.25,0.0,211.25,211.25,55,1
398,2023-09-12,2023,9,Q3,Oriente,Canal Tradicional,Chorizos,Longaniza 500g,89,3.9,0.0,347.1,347.1,78,1
385,2023-09-13,2023,9,Q3,Costa,Supermercados,Nuggets,Nuggets Res 400g,116,5.4,0.0,626.4,626.4,126,0
399,2023-09-14,2023,9,Q3,Oriente,Autoservicios,Tocino,Tocino Laminado 200g,54,2.6,0.05,140.4,133.38,55,0
401,2023-09-14,2023,9,Q3,Costa,Autoservicios,Chorizos,Chorizo Parrillero 500g,46,4.5,0.0,207.0,207.0,55,0
384,2023-09-14,2023,9,Q3,Galápagos,Food Service,Salchichas,Salchicha Frankfurter 400g,89,2.9,0.0,258.1,258.1,94,0
380,2023-09-15,2023,9,Q3,Sierra,Supermercados,Tocino,Tocino Laminado 200g,115,2.6,0.05,299.0,284.05,126,0
372,2023-09-17,2023,9,Q3,Costa,Supermercados,Mortadelas,Mortadela Bologna 500g,132,3.6,0.0,475.2,475.2,126,1
396,2023-09-17,2023,9,Q3,Sierra,Supermercados,Mortadelas,Mortadela Bologna 500g,120,3.6,0.1,432.0,388.8,126,0
364,2023-09-18,2023,9,Q3,Costa,Food Service,Mortadelas,Mortadela Especial 300g,98,2.75,0.1,269.5,242.55,94,1
387,2023-09-18,2023,9,Q3,Oriente,Supermercados,Mortadelas,Mortadela Bologna 500g,130,3.6,0.0,468.0,468.0,126,1
383,2023-09-18,2023,9,Q3,Costa,Supermercados,Chorizos,Chorizo Ahumado 400g,99,4.2,0.05,415.8,395.01,126,0
377,2023-09-19,2023,9,Q3,Sierra,Canal Tradicional,Tocino,Tocino Laminado 200g,85,2.6,0.0,221.0,221.0,78,1
363,2023-09-20,2023,9,Q3,Oriente,Food Service,Salchichas,Salchicha Vienesa 500g,93,3.25,0.0,302.25,302.25,94,0
402,2023-09-21,2023,9,Q3,Sierra,Supermercados,Jamones,Jamón Ahumado 300g,118,3.5,0.0,413.0,413.0,126,0
392,2023-09-22,2023,9,Q3,Costa,Supermercados,Tocino,Tocino Ahumado 250g,132,2.95,0.0,389.4,389.4,126,1
386,2023-09-22,2023,9,Q3,Costa,Food Service,Chorizos,Chorizo Ahumado 400g,95,4.2,0.0,399.0,399.0,94,1
381,2023-09-22,2023,9,Q3,Costa,Canal Tradicional,Tocino,Tocino Ahumado 250g,72,2.95,0.0,212.4,212.4,78,0
379,2023-09-23,2023,9,Q3,Costa,Food Service,Chorizos,Chorizo Parrillero 500g,115,4.5,0.05,517.5,491.62,94,1
366,2023-09-23,2023,9,Q3,Sierra,Supermercados,Nuggets,Nuggets Res 400g,120,5.4,0.05,648.0,615.6,126,0
382,2023-09-24,2023,9,Q3,Sierra,Autoservicios,Chorizos,Chorizo Ahumado 400g,51,4.2,0.05,214.2,203.49,55,0
